34.0314543,108.7581729
34.0314632,108.7583982
34.0315210,108.7584143
34.0315477,108.7585162
34.0316277,108.7585591
34.0316988,108.7585645
34.0318456,108.7590526
34.0320723,108.7590580
34.0321276,108.7599600
34.0323144,108.7599654
34.0324833,108.7600190
34.0326567,108.7601478
34.0327634,108.7602765
34.0328300,108.7603784
34.0329145,108.7605394
34.0329545,108.7607539
34.0332736,108.7609187
34.0332752,108.7610163
34.0333005,108.7611667
34.0335279,108.7614452
34.0336977,108.7618046
34.0358425,108.7624171
34.0358619,108.7626272
34.0359083,108.7626739
34.0359818,108.7627066
34.0365093,108.7634965
34.0367055,108.7645606
